task_id,row_type,sheet,row_number,record_id,name,priority_score,source_hint
PRODUCT_0730,product,Product_Label_Links,730,6463,Glymorin Children Suppositories,90,729 | 6463 | Glymorin Children Suppositories | Glycerin 1365 mg. | Glymorin Children Suppositories (10 sticks) | ยาสวนและยาเหน็บช่วยระบาย | กล่อง 10 แท่ง |  | Glycerin | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Glymorin+Children+Suppositories | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Glycerin | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Glymorin%20Children%20Suppositories&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Glycerin&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Glymorin%20Children%20Suppositories%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Glycerin%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Glycerin | https://www.medicines.org.uk/emc/search?q=Glymorin+Children+Suppositories | https://ndi.fda.mo
PRODUCT_0733,product,Product_Label_Links,733,3907,Unison Enema เด็ก,90,732 | 3907 | Unison Enema เด็ก | Sodium Chloride 15 g./100 ml. | Unison Enema เด็ก (10 ml.) | ยาสวนและยาเหน็บช่วยระบาย | หลอด 10 ml. |  | Chloride / | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Unison+Enema+%E0%B9%80%E0%B8%94%E0%B9%87%E0%B8%81 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Chloride+%2F | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Unison%20Enema%20%E0%B9%80%E0%B8%94%E0%B9%87%E0%B8%81&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Chloride%20/&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Unison%20Enema%20%E0%B9%80%E0%B8%94%E0%B9%87%E0%B8%81%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Chloride%20/%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Chloride+%2F | https://www.medicines.org.uk/emc/search?q=U
PRODUCT_0748,product,Product_Label_Links,748,6181,FML Ophthalmic Suspension,90,747 | 6181 | FML Ophthalmic Suspension | Fluorometholone 0.1 %+Polyvinyl Alcohol 14 mg.+Sodium Chloride+Sodium Phosphste Monobasic+Sodium Phosphate Dibasic+Polysorbate 80+Preservative (Edetate Disodium+Benzalkonium Chloride 0.04 mg.)/1 ml. | FML Ophthalmic Suspension (5 ml.) | ยาหยอดตาแก้แพ้ (D) | ขวด 5 ml. |  | Fluorometholone 0 1 +Polyvinyl Alcohol + Chloride+ Phosphste Monobasic+ Phosphate Dibasic+Polysorbate 80+Preservative / | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=FML+Ophthalmic+Suspension | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Fluorometholone+0+1+%2BPolyvinyl+Alcohol+%2B+Chloride%2B+Phosphste+Monobasic%2B+Phosphate+Dibasic%2BPolysorbate+80%2BPreservative+%2F | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=FML%20Ophthalmic%20Suspension&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Fluorometholone%200%201%20%2BPolyvinyl%20Alcohol%20%2B%20Chloride%2B%20Phosphste%20Monoba
PRODUCT_0886,product,Product_Label_Links,886,2874,Nasacort AQ Spray Suspension,90,885 | 2874 | Nasacort AQ Spray Suspension | Triamcinolone Acetonide 9.075 mg/16.5 g (55 mcg/dose)+Preservative (Benzalkonium Chloride)+อื่นๆ | Nasacort AQ Spray Suspension (120 doses) | ยาพ่นและยาหยอดจมูก (D) | ขวด 120 doses |  | Triamcinolone Acetonide / +Preservative +อื่นๆ | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Nasacort+AQ+Spray+Suspension | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Triamcinolone+Acetonide+%2F+%2BPreservative+%2B%E0%B8%AD%E0%B8%B7%E0%B9%88%E0%B8%99%E0%B9%86 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Nasacort%20AQ%20Spray%20Suspension&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Triamcinolone%20Acetonide%20/%20%2BPreservative%20%2B%E0%B8%AD%E0%B8%B7%E0%B9%88%E0%B8%99%E0%B9%86&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Nasacort%20AQ%20Spray%20Suspension%22&limit=10 | https://api.fda.gov/drug/label.json?
PRODUCT_0900,product,Product_Label_Links,900,3105,Otrivin Child Spray 0.05%,90,899 | 3105 | Otrivin Child Spray 0.05% | Xylometazoline Hydrochloride 0.05% (0.5 mg./1 ml.) | Otrivin Child Spray 0.05% (10 ml.) | ยาพ่นและยาหยอดจมูก | ขวด 10 ml. |  | Xylometazoline 0 05 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Otrivin+Child+Spray+0.05%25 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Xylometazoline+0+05 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Otrivin%20Child%20Spray%200.05%25&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Xylometazoline%200%2005&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Otrivin%20Child%20Spray%200.05%25%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Xylometazoline%200%2005%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Xylometazoline+0+05 | https://www.medicines.org.uk/e
PRODUCT_0008,product,Product_Label_Links,8,7066,B.Roxi,100,"7 | 7066 | B.Roxi | Roxithromycin 150 mg. | B.Roxi (10 tabs) | ยาฆ่าเชื้อแบคทีเรียทางเดินหายใจ (D) | แผง 10 เม็ด | Take 1 tablet 2 times a day before meals, morning and evening. | Roxithromycin | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=B.Roxi | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Roxithromycin | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=B.Roxi&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Roxithromycin&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22B.Roxi%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Roxithromycin%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Roxithromycin | https://www.medicines.org.uk/emc/search?q=B.Roxi | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/catego"
PRODUCT_0012,product,Product_Label_Links,12,8652,Dicloxilin-500,100,11 | 8652 | Dicloxilin-500 | Dicloxacillin 500 mg. | Dicloxilin-500 (10 cap) | ยาฆ่าเชื้อแบคทีเรียทางเดินหายใจ (D) | แผง 10 แคปซูล | Take 1 capsule 4 times daily before meals | Dicloxacillin | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Dicloxilin-500 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Dicloxacillin | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Dicloxilin-500&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Dicloxacillin&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Dicloxilin-500%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Dicloxacillin%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Dicloxacillin | https://www.medicines.org.uk/emc/search?q=Dicloxilin-500 | https://ndi.fda.moph.go.th/drug_use | https://drug.
PRODUCT_0013,product,Product_Label_Links,13,8702,Dicloxman-500,100,12 | 8702 | Dicloxman-500 | Dicloxacillin 500 mg. | Dicloxman-500 (10 cap) | ยาฆ่าเชื้อแบคทีเรียทางเดินหายใจ (D) | แผง 10 แคปซูล | Take 1 capsule 4 times daily before meals | Dicloxacillin | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Dicloxman-500 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Dicloxacillin | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Dicloxman-500&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Dicloxacillin&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Dicloxman-500%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Dicloxacillin%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Dicloxacillin | https://www.medicines.org.uk/emc/search?q=Dicloxman-500 | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.mo
PRODUCT_0016,product,Product_Label_Links,16,2447,Klacid MR 500 mg,100,15 | 2447 | Klacid MR 500 mg | Clarithromycin 500 mg. | Klacid MR 500 mg (7 tabs) | ยาฆ่าเชื้อแบคทีเรียทางเดินหายใจ (D) | กล่อง 7 เม็ด | Adults take 1 tablet 1 time daily after meals | Clarithromycin | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Klacid+MR+500+mg | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Clarithromycin | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Klacid%20MR%20500%20mg&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Clarithromycin&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Klacid%20MR%20500%20mg%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Clarithromycin%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Clarithromycin | https://www.medicines.org.uk/emc/search?q=Klacid+MR+500+mg | https://ndi.fda.mo
PRODUCT_0019,product,Product_Label_Links,19,8121,Rintacin,100,18 | 8121 | Rintacin | Erythromycin stearate 250 mg. | Rintacin (10 tabs) | ยาฆ่าเชื้อแบคทีเรียทางเดินหายใจ (D) | แผง 10 เม็ด | Take 1 tablet 4 times daily before meals | Erythromycin stearate | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Rintacin | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Erythromycin+stearate | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Rintacin&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Erythromycin%20stearate&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Rintacin%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Erythromycin%20stearate%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Erythromycin+stearate | https://www.medicines.org.uk/emc/search?q=Rintacin | https://ndi.fda.moph.go.th/drug_use |
