task_id,row_type,sheet,row_number,record_id,name,priority_score,source_hint
DRUG_0069,drug,Drug_Label_Links,69,Fucidin Cream,Fucidin Cream,40,DRUG_BDS001991 | Fucidin Cream | Fusidic acid 20 mg./1 g. | fusidic acid cream |  | ยาทาฆ่าเชี้อแบคทีเรีย | cream/gel | 20 mg | topical_antibiotic | Y | Check | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fusidic+acid+cream | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=fusidic%20acid%20cream&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.xml?drug_name=fusidic%20acid%20cream&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v1/drugname/fusidic%20acid%20cream/human/spls.json | https://dailymed.nlm.nih.gov/dailymed/services/v2/drugnames.json?drug_name=fusidic%20acid%20cream&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/{SETID}.xml | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22fusidic%20acid%20cream%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.fda.gov/drugs/drug-approvals-and-databases/dr
DRUG_0070,drug,Drug_Label_Links,70,Fucicort Cream,Fucicort Cream,40,DRUG_BDS001908 | Fucicort Cream | Fusidic acid 20 mg+Betamethasone Valerate (eq. to Betamethasone 1 mg)+Preservative (Chlorocresol)/1 g | fusidic acid + steroid cream |  | ยาทาแก้แพ้และฆ่าเชื้อแบคทีเรีย (D) | cream/gel | 20 mg | topical_antibiotic | Y | Check | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fusidic+acid+%2B+steroid+cream | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=fusidic%20acid%20%2B%20steroid%20cream&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.xml?drug_name=fusidic%20acid%20%2B%20steroid%20cream&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v1/drugname/fusidic%20acid%20%2B%20steroid%20cream/human/spls.json | https://dailymed.nlm.nih.gov/dailymed/services/v2/drugnames.json?drug_name=fusidic%20acid%20%2B%20steroid%20cream&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/{SETID}.xml | https://api.fda.gov/drug/label.json?search=o
DRUG_0071,drug,Drug_Label_Links,71,Fucidin H Cream,Fucidin H Cream,40,DRUG_BDS001910 | Fucidin H Cream | Fusidic acid 20 mg+Hydrocortisone Acetate 10 mg+อื่นๆ/1 g | fusidic acid + hydrocortisone cream |  | ยาทาแก้แพ้และฆ่าเชื้อแบคทีเรีย (D) | cream/gel | 20 mg | topical_antibiotic | Y | Check | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fusidic+acid+%2B+hydrocortisone+cream | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=fusidic%20acid%20%2B%20hydrocortisone%20cream&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.xml?drug_name=fusidic%20acid%20%2B%20hydrocortisone%20cream&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v1/drugname/fusidic%20acid%20%2B%20hydrocortisone%20cream/human/spls.json | https://dailymed.nlm.nih.gov/dailymed/services/v2/drugnames.json?drug_name=fusidic%20acid%20%2B%20hydrocortisone%20cream&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/{SETID}.xml | https://api.fda.gov/drug/label.json?search=op
PRODUCT_0755,product,Product_Label_Links,755,3862,Tobradex Ophthalmic Suspension,40,754 | 3862 | Tobradex Ophthalmic Suspension | Tobramycin 3 mg (0.3%)+Dexamethasone 1 mg (0.1%)+Tyloxapol+Sodium Chloride+Hydroxyethylcellulose+Sodium Sulfate+Sulfuric Acid+Sodium Hydroxide+Preservative (Edetate Disodium+Benzalkonium Chloride 0.01%)/1 ml. | Tobradex Ophthalmic Suspension (5 ml.) | ยาหยอดตาแก้แพ้ (D) | ขวด 5 ml. |  | Tobramycin +Dexamethasone +Tyloxapol+ Chloride+Hydroxyethylcellulose+ Sulfate+Sulfuric Acid+ Hydroxide+Preservative / | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Tobradex+Ophthalmic+Suspension | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Tobramycin+%2BDexamethasone+%2BTyloxapol%2B+Chloride%2BHydroxyethylcellulose%2B+Sulfate%2BSulfuric+Acid%2B+Hydroxide%2BPreservative+%2F | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Tobradex%20Ophthalmic%20Suspension&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Tobramycin%20%2BDexamethasone%20%2BTyloxapol%2B%20Chloride%
DRUG_0007,drug,Drug_Label_Links,7,Nac Long,Nac Long,41,DRUG_BDS002901 | Nac Long | Acetylcysteine 600 mg. | acetylcysteine | Cough medicines / mucolytics / expectorants | ยาละลายเสมหะ | tube | 600 mg | mucolytic_expectorant | N | Check | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetylcysteine | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=acetylcysteine&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.xml?drug_name=acetylcysteine&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v1/drugname/acetylcysteine/human/spls.json | https://dailymed.nlm.nih.gov/dailymed/services/v2/drugnames.json?drug_name=acetylcysteine&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/{SETID}.xml | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22acetylcysteine%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files | ht
DRUG_0060,drug,Drug_Label_Links,60,Facil 100,Facil 100,41,DRUG_BDS043123 | Facil 100 | Acetylcysteine 100 mg./5 g. | acetylcysteine sachet | Cough medicines / mucolytics / expectorants | ยาละลายเสมหะ | other | 100 mg | mucolytic_expectorant | N | Check | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetylcysteine+sachet | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=acetylcysteine%20sachet&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.xml?drug_name=acetylcysteine%20sachet&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v1/drugname/acetylcysteine%20sachet/human/spls.json | https://dailymed.nlm.nih.gov/dailymed/services/v2/drugnames.json?drug_name=acetylcysteine%20sachet&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/{SETID}.xml | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22acetylcysteine%20sachet%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.f
DRUG_0010,drug,Drug_Label_Links,10,Bioflor,Bioflor,45,DRUG_BDS001248 | Bioflor | Lyophilized Saccharomyces boulardii 250 mg. | saccharomyces boulardii |  | ยาแก้ท้องเสีย (D) | sachet | 250 mg | probiotic_antidiarrheal | N | Check | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=saccharomyces+boulardii | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=saccharomyces%20boulardii&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.xml?drug_name=saccharomyces%20boulardii&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v1/drugname/saccharomyces%20boulardii/human/spls.json | https://dailymed.nlm.nih.gov/dailymed/services/v2/drugnames.json?drug_name=saccharomyces%20boulardii&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/{SETID}.xml | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22saccharomyces%20boulardii%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.fda.gov/
DRUG_0011,drug,Drug_Label_Links,11,Dehecta,Dehecta,45,DRUG_BDS042304 | Dehecta | Dioctahedral Smectite 3 g./20 ml. | dioctahedral smectite | Adsorbents / toxin binders | ยาดูดซับสารพิษ | sachet | 3 g | adsorbent_antidiarrheal | N | Check | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=dioctahedral+smectite | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=dioctahedral%20smectite&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.xml?drug_name=dioctahedral%20smectite&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v1/drugname/dioctahedral%20smectite/human/spls.json | https://dailymed.nlm.nih.gov/dailymed/services/v2/drugnames.json?drug_name=dioctahedral%20smectite&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/{SETID}.xml | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22dioctahedral%20smectite%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.fda.gov/drug
DRUG_0035,drug,Drug_Label_Links,35,Arcoxia 60 mg,Arcoxia 60 mg,45,DRUG_BDS001078 | Arcoxia 60 mg | Etoricoxib 60 mg. | etoricoxib | NSAIDs (oral anti-inflammatory painkillers) | ยาแก้ปวดอักเสบกลุ่ม NSAIDs (D) | tablet | 60 mg | oral_nsaid | N | Adult/older child only - verify | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=etoricoxib | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=etoricoxib&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.xml?drug_name=etoricoxib&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v1/drugname/etoricoxib/human/spls.json | https://dailymed.nlm.nih.gov/dailymed/services/v2/drugnames.json?drug_name=etoricoxib&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/{SETID}.xml | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22etoricoxib%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-file
DRUG_0051,drug,Drug_Label_Links,51,Synflex,Synflex,45,DRUG_BDS003568 | Synflex | Naproxen sodium 275 mg. | naproxen | NSAIDs (oral anti-inflammatory painkillers) | ยาแก้ปวดอักเสบกลุ่ม NSAIDs (D) | tablet | 275 mg | oral_nsaid | N | Adult/older child only - verify | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=naproxen | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=naproxen&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.xml?drug_name=naproxen&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v1/drugname/naproxen/human/spls.json | https://dailymed.nlm.nih.gov/dailymed/services/v2/drugnames.json?drug_name=naproxen&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/{SETID}.xml | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22naproxen%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files | https://w
