task_id,row_type,sheet,row_number,record_id,name,priority_score,source_hint
DISEASE_0047,disease,Disease_Download_Map,47,laryngitis_irritation_adult,,-77,"laryngitis_irritation_adult | Laryngitis / voice irritation | ENT | adult | J04.0 | N | ENT_URI_COUGH_COLD | GUIDE_US_CDC_ABX_ADULT, GUIDE_US_CDC_ABX_PEDS, GUIDE_EU_NICE_COUGH, GUIDE_EU_NICE_SORE_THROAT, GUIDE_TH_RDU_AMR, LABEL_US_DAILYMED, LABEL_EU_EMA_DATA, LABEL_TH_THAIFDA_NDI | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html
GUIDE_US_CDC_ABX_PEDS: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html
GUIDE_EU_NICE_COUGH: https://www.nice.org.uk/guidance/ng120/resources
GUIDE_EU_NICE_SORE_THROAT: https://www.nice.org.uk/guidance/ng84/resources
GUIDE_TH_RDU_AMR: Download Thai RDU/AMR PDFs for OPD antibiotic gate
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_EU_EMA_DATA: https://www.ema.europa.eu/en/medicines/download-medicine-data
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-out"
DISEASE_0064,disease,Disease_Download_Map,64,nasal_dryness_irritation_adult,,-77,"nasal_dryness_irritation_adult | Nasal dryness / irritation | ENT | adult | J34.89 | N | ENT_URI_COUGH_COLD | GUIDE_US_CDC_ABX_ADULT, GUIDE_US_CDC_ABX_PEDS, GUIDE_EU_NICE_COUGH, GUIDE_EU_NICE_SORE_THROAT, GUIDE_TH_RDU_AMR, LABEL_US_DAILYMED, LABEL_EU_EMA_DATA, LABEL_TH_THAIFDA_NDI | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html
GUIDE_US_CDC_ABX_PEDS: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html
GUIDE_EU_NICE_COUGH: https://www.nice.org.uk/guidance/ng120/resources
GUIDE_EU_NICE_SORE_THROAT: https://www.nice.org.uk/guidance/ng84/resources
GUIDE_TH_RDU_AMR: Download Thai RDU/AMR PDFs for OPD antibiotic gate
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_EU_EMA_DATA: https://www.ema.europa.eu/en/medicines/download-medicine-data
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-ou"
DISEASE_0065,disease,Disease_Download_Map,65,mild_mucolytic_support_adult,,-77,"mild_mucolytic_support_adult | Mild wet cough / sputum support | ENT | adult | R05.8 | N | ENT_URI_COUGH_COLD | GUIDE_US_CDC_ABX_ADULT, GUIDE_US_CDC_ABX_PEDS, GUIDE_EU_NICE_COUGH, GUIDE_EU_NICE_SORE_THROAT, GUIDE_TH_RDU_AMR, LABEL_US_DAILYMED, LABEL_EU_EMA_DATA, LABEL_TH_THAIFDA_NDI | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html
GUIDE_US_CDC_ABX_PEDS: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html
GUIDE_EU_NICE_COUGH: https://www.nice.org.uk/guidance/ng120/resources
GUIDE_EU_NICE_SORE_THROAT: https://www.nice.org.uk/guidance/ng84/resources
GUIDE_TH_RDU_AMR: Download Thai RDU/AMR PDFs for OPD antibiotic gate
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_EU_EMA_DATA: https://www.ema.europa.eu/en/medicines/download-medicine-data
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-"
DISEASE_0066,disease,Disease_Download_Map,66,tonsillar_inflammation_support_adult,,-77,"tonsillar_inflammation_support_adult | Tonsillar inflammation support (non-bacterial pattern) | ENT | adult | J03.9 | N | ENT_URI_COUGH_COLD | GUIDE_US_CDC_ABX_ADULT, GUIDE_US_CDC_ABX_PEDS, GUIDE_EU_NICE_COUGH, GUIDE_EU_NICE_SORE_THROAT, GUIDE_TH_RDU_AMR, LABEL_US_DAILYMED, LABEL_EU_EMA_DATA, LABEL_TH_THAIFDA_NDI | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html
GUIDE_US_CDC_ABX_PEDS: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html
GUIDE_EU_NICE_COUGH: https://www.nice.org.uk/guidance/ng120/resources
GUIDE_EU_NICE_SORE_THROAT: https://www.nice.org.uk/guidance/ng84/resources
GUIDE_TH_RDU_AMR: Download Thai RDU/AMR PDFs for OPD antibiotic gate
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_EU_EMA_DATA: https://www.ema.europa.eu/en/medicines/download-medicine-data
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiot"
DISEASE_0088,disease,Disease_Download_Map,88,uri_wet_cough_peds,,-77,"uri_wet_cough_peds | Pediatric URI with wet cough | ENT | peds | J06.9 | N | ENT_URI_COUGH_COLD | GUIDE_US_CDC_ABX_ADULT, GUIDE_US_CDC_ABX_PEDS, GUIDE_EU_NICE_COUGH, GUIDE_EU_NICE_SORE_THROAT, GUIDE_TH_RDU_AMR, LABEL_US_DAILYMED, LABEL_EU_EMA_DATA, LABEL_TH_THAIFDA_NDI | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html
GUIDE_US_CDC_ABX_PEDS: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html
GUIDE_EU_NICE_COUGH: https://www.nice.org.uk/guidance/ng120/resources
GUIDE_EU_NICE_SORE_THROAT: https://www.nice.org.uk/guidance/ng84/resources
GUIDE_TH_RDU_AMR: Download Thai RDU/AMR PDFs for OPD antibiotic gate
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_EU_EMA_DATA: https://www.ema.europa.eu/en/medicines/download-medicine-data
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.htm"
DISEASE_0089,disease,Disease_Download_Map,89,post_uri_cough_peds,,-77,"post_uri_cough_peds | Pediatric post-URI cough support | ENT | peds | R05.8 | N | ENT_URI_COUGH_COLD | GUIDE_US_CDC_ABX_ADULT, GUIDE_US_CDC_ABX_PEDS, GUIDE_EU_NICE_COUGH, GUIDE_EU_NICE_SORE_THROAT, GUIDE_TH_RDU_AMR, LABEL_US_DAILYMED, LABEL_EU_EMA_DATA, LABEL_TH_THAIFDA_NDI | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html
GUIDE_US_CDC_ABX_PEDS: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html
GUIDE_EU_NICE_COUGH: https://www.nice.org.uk/guidance/ng120/resources
GUIDE_EU_NICE_SORE_THROAT: https://www.nice.org.uk/guidance/ng84/resources
GUIDE_TH_RDU_AMR: Download Thai RDU/AMR PDFs for OPD antibiotic gate
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_EU_EMA_DATA: https://www.ema.europa.eu/en/medicines/download-medicine-data
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatien"
DISEASE_0090,disease,Disease_Download_Map,90,nasal_irritation_peds,,-77,"nasal_irritation_peds | Pediatric nasal irritation support | ENT | peds | J34.89 | N | ENT_URI_COUGH_COLD | GUIDE_US_CDC_ABX_ADULT, GUIDE_US_CDC_ABX_PEDS, GUIDE_EU_NICE_COUGH, GUIDE_EU_NICE_SORE_THROAT, GUIDE_TH_RDU_AMR, LABEL_US_DAILYMED, LABEL_EU_EMA_DATA, LABEL_TH_THAIFDA_NDI | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html
GUIDE_US_CDC_ABX_PEDS: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html
GUIDE_EU_NICE_COUGH: https://www.nice.org.uk/guidance/ng120/resources
GUIDE_EU_NICE_SORE_THROAT: https://www.nice.org.uk/guidance/ng84/resources
GUIDE_TH_RDU_AMR: Download Thai RDU/AMR PDFs for OPD antibiotic gate
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_EU_EMA_DATA: https://www.ema.europa.eu/en/medicines/download-medicine-data
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outp"
DISEASE_0099,disease,Disease_Download_Map,99,macrolide_respiratory_bacterial_adult,,-77,"macrolide_respiratory_bacterial_adult | Respiratory bacterial row (macrolide-style alternative) | ENT | adult | J06.9 | Y | ENT_URI_COUGH_COLD | GUIDE_US_CDC_ABX_ADULT, GUIDE_US_CDC_ABX_PEDS, GUIDE_EU_NICE_COUGH, GUIDE_EU_NICE_SORE_THROAT, GUIDE_TH_RDU_AMR, LABEL_US_DAILYMED, LABEL_EU_EMA_DATA, LABEL_TH_THAIFDA_NDI | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html
GUIDE_US_CDC_ABX_PEDS: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html
GUIDE_EU_NICE_COUGH: https://www.nice.org.uk/guidance/ng120/resources
GUIDE_EU_NICE_SORE_THROAT: https://www.nice.org.uk/guidance/ng84/resources
GUIDE_TH_RDU_AMR: Download Thai RDU/AMR PDFs for OPD antibiotic gate
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_EU_EMA_DATA: https://www.ema.europa.eu/en/medicines/download-medicine-data
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibi"
DISEASE_0113,disease,Disease_Download_Map,113,penicillin_allergy_resp_support_adult,,-77,"penicillin_allergy_resp_support_adult | Penicillin-allergy respiratory bacterial support | ENT | adult | J06.9 | Y | ENT_URI_COUGH_COLD | GUIDE_US_CDC_ABX_ADULT, GUIDE_US_CDC_ABX_PEDS, GUIDE_EU_NICE_COUGH, GUIDE_EU_NICE_SORE_THROAT, GUIDE_TH_RDU_AMR, LABEL_US_DAILYMED, LABEL_EU_EMA_DATA, LABEL_TH_THAIFDA_NDI | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html
GUIDE_US_CDC_ABX_PEDS: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html
GUIDE_EU_NICE_COUGH: https://www.nice.org.uk/guidance/ng120/resources
GUIDE_EU_NICE_SORE_THROAT: https://www.nice.org.uk/guidance/ng84/resources
GUIDE_TH_RDU_AMR: Download Thai RDU/AMR PDFs for OPD antibiotic gate
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_EU_EMA_DATA: https://www.ema.europa.eu/en/medicines/download-medicine-data
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-us"
DISEASE_0121,disease,Disease_Download_Map,121,dysuria_lower_uti_adult,,-65,"dysuria_lower_uti_adult | Lower UTI with dysuria | GU | adult | N39.0 | Y | GU_UTI | GUIDE_US_IDSA_UTI, GUIDE_EU_EAU_UTI, GUIDE_EU_NICE_LOWER_UTI, GUIDE_US_CDC_ABX_ADULT, LABEL_US_DAILYMED, LABEL_TH_THAIFDA_NDI | GUIDE_US_IDSA_UTI: https://www.idsociety.org/practice-guideline/uncomplicated-cystitis-and-pyelonephritis-uti
GUIDE_EU_EAU_UTI: https://uroweb.org/guidelines/urological-infections
GUIDE_EU_NICE_LOWER_UTI: https://www.nice.org.uk/guidance/ng109/resources
GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_IDSA_UTI: https://www.idsociety.org/practice-guideline/uncomplicated-cystitis-and-pyelonephritis-uti
GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html | GUIDE_EU_EAU_UTI: https://uroweb.org/guidelines/urological-infections
GUIDE_EU_NICE_LOWE"
