task_id,row_type,sheet,row_number,record_id,name,priority_score,source_hint
DISEASE_0107,disease,Disease_Download_Map,107,infected_eczema_localized_adult,,-5,"infected_eczema_localized_adult | Localized infected eczema / dermatitis | Skin | adult | L30.3 | Y | SKIN_SSTI_WOUND | GUIDE_US_IDSA_SSTI, GUIDE_EU_NICE_IMPETIGO, GUIDE_TH_RDU_AMR, LABEL_US_DAILYMED, LABEL_TH_THAIFDA_NDI | GUIDE_US_IDSA_SSTI: https://www.idsociety.org/practice-guideline/skin-and-soft-tissue-infections/
GUIDE_EU_NICE_IMPETIGO: https://www.nice.org.uk/guidance/ng153/resources
GUIDE_TH_RDU_AMR: Download Thai RDU/AMR PDFs for OPD antibiotic gate
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_IDSA_SSTI: https://www.idsociety.org/practice-guideline/skin-and-soft-tissue-infections/ | GUIDE_EU_NICE_IMPETIGO: https://www.nice.org.uk/guidance/ng153/resources | GUIDE_TH_RDU_AMR: Download Thai RDU/AMR PDFs for OPD antibiotic gate | LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | imports/accepted_evi"
DRUG_0075,drug,Drug_Label_Links,75,Cifloxin 500 mg,Cifloxin 500 mg,-3,DRUG_BDS001496 | Cifloxin 500 mg | Ciprofloxacin 500 mg. | ciprofloxacin | UTI antibiotics | ยาฆ่าเชื้อแบคทีเรียทางเดินปัสสาวะ (D) | tablet/capsule | 500 mg | uti_antibiotic | Y | Adult/older child only - verify | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ciprofloxacin | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=ciprofloxacin&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.xml?drug_name=ciprofloxacin&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v1/drugname/ciprofloxacin/human/spls.json | https://dailymed.nlm.nih.gov/dailymed/services/v2/drugnames.json?drug_name=ciprofloxacin&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/{SETID}.xml | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22ciprofloxacin%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.fda.gov/drugs/drug-approvals-and-databases
DISEASE_0109,disease,Disease_Download_Map,109,topical_eye_antibiotic_support_adult,,-1,"topical_eye_antibiotic_support_adult | Topical eye antibiotic support | Eye | adult | Z76.89 | Y | EYE_CONJUNCTIVITIS | GUIDE_US_CDC_CONJUNCTIVITIS, GUIDE_US_AAO_CONJUNCTIVITIS, LABEL_US_DAILYMED, LABEL_EU_EMA_DATA, LABEL_TH_THAIFDA_NDI | GUIDE_US_CDC_CONJUNCTIVITIS: https://www.cdc.gov/conjunctivitis/hcp/clinical-overview/index.html
GUIDE_US_AAO_CONJUNCTIVITIS: https://www.guidelinecentral.com/guideline/10107/
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_EU_EMA_DATA: https://www.ema.europa.eu/en/medicines/download-medicine-data
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_CDC_CONJUNCTIVITIS: https://www.cdc.gov/conjunctivitis/hcp/clinical-overview/index.html
GUIDE_US_AAO_CONJUNCTIVITIS: https://www.guidelinecentral.com/guideline/10107/ |  |  | LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_EU_EMA_DATA: https://www.ema.europa.eu/en/medicines/download-medicine-data
LABEL_TH_THAIFDA_NDI: https:/"
DISEASE_0038,disease,Disease_Download_Map,38,joint_pain_topical_support_adult,,5,"joint_pain_topical_support_adult | Joint pain topical support | Pain | adult | M25.50 | N | PAIN_MSK | GUIDE_EU_NICE_LOW_BACK, GUIDE_US_ACP_LOW_BACK, LABEL_US_DAILYMED, LABEL_EU_EMA_DATA, LABEL_TH_THAIFDA_NDI | GUIDE_EU_NICE_LOW_BACK: https://www.nice.org.uk/guidance/ng59/resources
GUIDE_US_ACP_LOW_BACK: https://www.acpjournals.org/doi/10.7326/M16-2367
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_EU_EMA_DATA: https://www.ema.europa.eu/en/medicines/download-medicine-data
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_ACP_LOW_BACK: https://www.acpjournals.org/doi/10.7326/M16-2367 | GUIDE_EU_NICE_LOW_BACK: https://www.nice.org.uk/guidance/ng59/resources |  | LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_EU_EMA_DATA: https://www.ema.europa.eu/en/medicines/download-medicine-data
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | imports/accepted_evidence/disease/joint_pain_topical_support_a"
DRUG_0072,drug,Drug_Label_Links,72,Noflox-400,Noflox-400,17,DRUG_BDS007591 | Noflox-400 | Norfloxacin 400 mg. | norfloxacin | UTI antibiotics | ยาฆ่าเชื้อแบคทีเรียทางเดินปัสสาวะ (D) | tablet/capsule | 400 mg | uti_antibiotic | Y | Adult/older child only - verify | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=norfloxacin | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=norfloxacin&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.xml?drug_name=norfloxacin&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v1/drugname/norfloxacin/human/spls.json | https://dailymed.nlm.nih.gov/dailymed/services/v2/drugnames.json?drug_name=norfloxacin&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/{SETID}.xml | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22norfloxacin%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files 
DRUG_0078,drug,Drug_Label_Links,78,Funginox Solution,Funginox Solution,17,DRUG_BDS008451 | Funginox Solution | Ketoconazole 2% | ketoconazole solution |  | ยาทาฆ่าเชี้อรา | topical | 2% | topical_antifungal | N | Check | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ketoconazole+solution | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=ketoconazole%20solution&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.xml?drug_name=ketoconazole%20solution&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v1/drugname/ketoconazole%20solution/human/spls.json | https://dailymed.nlm.nih.gov/dailymed/services/v2/drugnames.json?drug_name=ketoconazole%20solution&name_type=both&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/{SETID}.xml | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22ketoconazole%20solution%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda
DISEASE_0027,disease,Disease_Download_Map,27,herpes_labialis_adult,,22,"herpes_labialis_adult | Herpes labialis / cold sore | Skin | adult | B00.1 | N | SKIN_VIRAL_HERPES_WART | GUIDE_US_CDC_SHINGLES, LABEL_US_DAILYMED, LABEL_EU_EMA_DATA, LABEL_TH_THAIFDA_NDI | GUIDE_US_CDC_SHINGLES: https://www.cdc.gov/shingles/hcp/clinical-overview/index.html
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_EU_EMA_DATA: https://www.ema.europa.eu/en/medicines/download-medicine-data
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_CDC_SHINGLES: https://www.cdc.gov/shingles/hcp/clinical-overview/index.html |  |  | LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_EU_EMA_DATA: https://www.ema.europa.eu/en/medicines/download-medicine-data
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | imports/accepted_evidence/disease/herpes_labialis_adult/ | TODO_DOWNLOAD | Extract: first-line regimen, dose, duration, antibiotic gate, red flags, pediatric calculation, contraindications."
DISEASE_0035,disease,Disease_Download_Map,35,bacterial_pharyngitis_adult,,22,"bacterial_pharyngitis_adult | Bacterial pharyngitis / tonsillitis | ENT | adult | J02.8 | Y | ENT_BACTERIAL_PHARYNGITIS | GUIDE_US_CDC_GAS, GUIDE_US_CDC_ABX_ADULT, GUIDE_US_CDC_ABX_PEDS, GUIDE_EU_NICE_SORE_THROAT, GUIDE_TH_RDU_AMR, LABEL_US_DAILYMED, LABEL_TH_THAIFDA_NDI | GUIDE_US_CDC_GAS: https://www.cdc.gov/group-a-strep/hcp/clinical-guidance/strep-throat.html
GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html
GUIDE_US_CDC_ABX_PEDS: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html
GUIDE_EU_NICE_SORE_THROAT: https://www.nice.org.uk/guidance/ng84/resources
GUIDE_TH_RDU_AMR: Download Thai RDU/AMR PDFs for OPD antibiotic gate
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_CDC_GAS: https://www.cdc.gov/group-a-strep/hcp/clinical-guidance/strep-throat.html
GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp"
DISEASE_0098,disease,Disease_Download_Map,98,bacterial_pharyngitis_peds,,22,"bacterial_pharyngitis_peds | Pediatric bacterial pharyngitis / tonsillitis | ENT | peds | J02.8 | Y | ENT_BACTERIAL_PHARYNGITIS | GUIDE_US_CDC_GAS, GUIDE_US_CDC_ABX_ADULT, GUIDE_US_CDC_ABX_PEDS, GUIDE_EU_NICE_SORE_THROAT, GUIDE_TH_RDU_AMR, LABEL_US_DAILYMED, LABEL_TH_THAIFDA_NDI | GUIDE_US_CDC_GAS: https://www.cdc.gov/group-a-strep/hcp/clinical-guidance/strep-throat.html
GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html
GUIDE_US_CDC_ABX_PEDS: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html
GUIDE_EU_NICE_SORE_THROAT: https://www.nice.org.uk/guidance/ng84/resources
GUIDE_TH_RDU_AMR: Download Thai RDU/AMR PDFs for OPD antibiotic gate
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_CDC_GAS: https://www.cdc.gov/group-a-strep/hcp/clinical-guidance/strep-throat.html
GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic"
DISEASE_0115,disease,Disease_Download_Map,115,bacterial_pharyngitis_alt_adult,,22,"bacterial_pharyngitis_alt_adult | Bacterial pharyngitis alternative antibiotic row | ENT | adult | J02.8 | Y | ENT_BACTERIAL_PHARYNGITIS | GUIDE_US_CDC_GAS, GUIDE_US_CDC_ABX_ADULT, GUIDE_US_CDC_ABX_PEDS, GUIDE_EU_NICE_SORE_THROAT, GUIDE_TH_RDU_AMR, LABEL_US_DAILYMED, LABEL_TH_THAIFDA_NDI | GUIDE_US_CDC_GAS: https://www.cdc.gov/group-a-strep/hcp/clinical-guidance/strep-throat.html
GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html
GUIDE_US_CDC_ABX_PEDS: https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html
GUIDE_EU_NICE_SORE_THROAT: https://www.nice.org.uk/guidance/ng84/resources
GUIDE_TH_RDU_AMR: Download Thai RDU/AMR PDFs for OPD antibiotic gate
LABEL_US_DAILYMED: https://dailymed.nlm.nih.gov/dailymed/spl-resources.cfm
LABEL_TH_THAIFDA_NDI: https://ndi.fda.moph.go.th/drug_use | GUIDE_US_CDC_GAS: https://www.cdc.gov/group-a-strep/hcp/clinical-guidance/strep-throat.html
GUIDE_US_CDC_ABX_ADULT: https://www.cdc.gov/a"
