task_id,row_type,sheet,row_number,record_id,name,priority_score,source_hint
PRODUCT_0262,product,Product_Label_Links,262,1248,Bioflor,100,261 | 1248 | Bioflor | Lyophilized Saccharomyces boulardii 250 mg. | Bioflor (1 sachet) | ยาแก้ท้องเสีย (D) | ซอง |  | Lyophilized Saccharomyces boulardii | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Bioflor | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Lyophilized+Saccharomyces+boulardii | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Bioflor&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Lyophilized%20Saccharomyces%20boulardii&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Bioflor%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Lyophilized%20Saccharomyces%20boulardii%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Lyophilized+Saccharomyces+boulardii | https://www.medicines.org.uk/emc/search?q=Bioflor | https://ndi.fda.mop
PRODUCT_0263,product,Product_Label_Links,263,1233,Bioflor Capsule,100,262 | 1233 | Bioflor Capsule | Lyophilized Saccharomyces boulardii 250 mg. | Bioflor Capsule (5 cap) | ยาแก้ท้องเสีย (D) | แผง 5 แคปซูล |  | Lyophilized Saccharomyces boulardii | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Bioflor+Capsule | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Lyophilized+Saccharomyces+boulardii | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Bioflor%20Capsule&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Lyophilized%20Saccharomyces%20boulardii&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Bioflor%20Capsule%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Lyophilized%20Saccharomyces%20boulardii%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Lyophilized+Saccharomyces+boulardii | https://www.medicines
PRODUCT_0264,product,Product_Label_Links,264,42802,Erfuzide cap,100,263 | 42802 | Erfuzide cap | Nifuroxazide 200 mg | Erfuzide cap (12 cap) | ยาแก้ท้องเสีย (D) | แผง 12 แคปซูล |  | Nifuroxazide | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Erfuzide+cap | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Nifuroxazide | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Erfuzide%20cap&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Nifuroxazide&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Erfuzide%20cap%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Nifuroxazide%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Nifuroxazide | https://www.medicines.org.uk/emc/search?q=Erfuzide+cap | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/category/monograph-of-the-national-list-of-essent
PRODUCT_0265,product,Product_Label_Links,265,43842,Hidrasec 100 mg.,100,264 | 43842 | Hidrasec 100 mg. | Racecadotril 100 mg. | Hidrasec 100 mg. (10 cap) | ยาแก้ท้องเสีย (D) | กล่อง 10 แคปซูล |  | Racecadotril | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Hidrasec+100+mg. | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Racecadotril | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Hidrasec%20100%20mg.&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Racecadotril&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Hidrasec%20100%20mg.%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Racecadotril%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Racecadotril | https://www.medicines.org.uk/emc/search?q=Hidrasec+100+mg. | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/category/monograph
PRODUCT_0269,product,Product_Label_Links,269,7973,Fartussin (ควบคุมจำนวน),100,268 | 7973 | Fartussin (ควบคุมจำนวน) | Dextromethorphan HBr 15 mg.+Glyceryl Guaiacolate 100 mg.+Terpin Hydrate 130 mg. | Fartussin (ควบคุมจำนวน) (10 tabs) | ยาแก้ไอสูตรผสม (D) | แผง 10 เม็ด |  | Dextromethorphan HBr +Glyceryl Guaiacolate +Terpin Hydrate | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Fartussin+%28%E0%B8%84%E0%B8%A7%E0%B8%9A%E0%B8%84%E0%B8%B8%E0%B8%A1%E0%B8%88%E0%B8%B3%E0%B8%99%E0%B8%A7%E0%B8%99%29 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Dextromethorphan+HBr+%2BGlyceryl+Guaiacolate+%2BTerpin+Hydrate | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Fartussin%20%28%E0%B8%84%E0%B8%A7%E0%B8%9A%E0%B8%84%E0%B8%B8%E0%B8%A1%E0%B8%88%E0%B8%B3%E0%B8%99%E0%B8%A7%E0%B8%99%29&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Dextromethorphan%20HBr%20%2BGlyceryl%20Guaiacolate%20%2BTerpin%20Hydrate&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_na
PRODUCT_0270,product,Product_Label_Links,270,8106,Kenya-I (ควบคุมจำนวน),100,269 | 8106 | Kenya-I (ควบคุมจำนวน) | Dextromethorphan HBr 15 mg+Chlorpheniramine maleate 2 mg+Terpine hydrate 125 mg | Kenya-I (ควบคุมจำนวน) (10 tabs) | ยาแก้ไอสูตรผสม (D) | แผง 10 เม็ด |  | Dextromethorphan HBr +Chlorpheniramine maleate +Terpine hydrate | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Kenya-I+%28%E0%B8%84%E0%B8%A7%E0%B8%9A%E0%B8%84%E0%B8%B8%E0%B8%A1%E0%B8%88%E0%B8%B3%E0%B8%99%E0%B8%A7%E0%B8%99%29 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Dextromethorphan+HBr+%2BChlorpheniramine+maleate+%2BTerpine+hydrate | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Kenya-I%20%28%E0%B8%84%E0%B8%A7%E0%B8%9A%E0%B8%84%E0%B8%B8%E0%B8%A1%E0%B8%88%E0%B8%B3%E0%B8%99%E0%B8%A7%E0%B8%99%29&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Dextromethorphan%20HBr%20%2BChlorpheniramine%20maleate%20%2BTerpine%20hydrate&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.b
PRODUCT_0271,product,Product_Label_Links,271,3112,Patar-Cap (ควบคุมจำนวน),100,270 | 3112 | Patar-Cap (ควบคุมจำนวน) | Dextromethorphan 10 mg.+Guaifenesin 100 mg. | Patar-Cap (ควบคุมจำนวน) (10 cap) | ยาแก้ไอสูตรผสม (D) | แผง 10 แคปซูล |  | Dextromethorphan +Guaifenesin | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Patar-Cap+%28%E0%B8%84%E0%B8%A7%E0%B8%9A%E0%B8%84%E0%B8%B8%E0%B8%A1%E0%B8%88%E0%B8%B3%E0%B8%99%E0%B8%A7%E0%B8%99%29 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Dextromethorphan+%2BGuaifenesin | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Patar-Cap%20%28%E0%B8%84%E0%B8%A7%E0%B8%9A%E0%B8%84%E0%B8%B8%E0%B8%A1%E0%B8%88%E0%B8%B3%E0%B8%99%E0%B8%A7%E0%B8%99%29&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Dextromethorphan%20%2BGuaifenesin&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Patar-Cap%20%28%E0%B8%84%E0%B8%A7%E0%B8%9A%E0%B8%84%E0%B8%B8%E0%B8%A1%E0%B8%88%E0%B8%B3%E0%B8%99%E0%B8%A7%E0%B8%99%29%22&limit=1
PRODUCT_0272,product,Product_Label_Links,272,3416,Robitussin DM เล็ก (ควบคุมจำนวน),100,271 | 3416 | Robitussin DM เล็ก (ควบคุมจำนวน) | Guaifenesin 200 mg.+Dextromethorphan HBr 10 mg./5 ml. | Robitussin DM เล็ก (ควบคุมจำนวน) (60 ml.) | ยาแก้ไอสูตรผสม ชนิดน้ำ (D) | ขวด 60 ml. |  | Guaifenesin +Dextromethorphan HBr / | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Robitussin+DM+%E0%B9%80%E0%B8%A5%E0%B9%87%E0%B8%81+%28%E0%B8%84%E0%B8%A7%E0%B8%9A%E0%B8%84%E0%B8%B8%E0%B8%A1%E0%B8%88%E0%B8%B3%E0%B8%99%E0%B8%A7%E0%B8%99%29 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Guaifenesin+%2BDextromethorphan+HBr+%2F | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Robitussin%20DM%20%E0%B9%80%E0%B8%A5%E0%B9%87%E0%B8%81%20%28%E0%B8%84%E0%B8%A7%E0%B8%9A%E0%B8%84%E0%B8%B8%E0%B8%A1%E0%B8%88%E0%B8%B3%E0%B8%99%E0%B8%A7%E0%B8%99%29&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Guaifenesin%20%2BDextromethorphan%20HBr%20/&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda
PRODUCT_0274,product,Product_Label_Links,274,2618,Meptin น้ำ มีกล่อง,100,273 | 2618 | Meptin น้ำ มีกล่อง | Procaterol HCl 5 mcg./1 ml.   | Meptin น้ำ มีกล่อง (60 ml.) | ยาขยายหลอดลม ชนิดน้ำ (D) | ขวด 60 ml. |  | Procaterol / | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Meptin+%E0%B8%99%E0%B9%89%E0%B8%B3+%E0%B8%A1%E0%B8%B5%E0%B8%81%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Procaterol+%2F | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Meptin%20%E0%B8%99%E0%B9%89%E0%B8%B3%20%E0%B8%A1%E0%B8%B5%E0%B8%81%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Procaterol%20/&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Meptin%20%E0%B8%99%E0%B9%89%E0%B8%B3%20%E0%B8%A1%E0%B8%B5%E0%B8%81%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Procaterol%20/%22&limit=10 | https://www.accessdat
PRODUCT_0277,product,Product_Label_Links,277,1071,Avamigran,100,276 | 1071 | Avamigran | Ergotamine tartrate 1 mg.+Caffeine 100 mg. | Avamigran (1 blister) | ยาแก้ปวดไมเกรน (D) | กล่อง 1 แผง |  | Ergotamine tartrate +Caffeine | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Avamigran | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Ergotamine+tartrate+%2BCaffeine | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Avamigran&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Ergotamine%20tartrate%20%2BCaffeine&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Avamigran%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Ergotamine%20tartrate%20%2BCaffeine%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Ergotamine+tartrate+%2BCaffeine | https://www.medicines.org.uk/emc/search?q=Avamigran | https://ndi.fda.moph
