task_id,row_type,sheet,row_number,record_id,name,priority_score,source_hint
PRODUCT_0889,product,Product_Label_Links,889,2805,Nasonex 60 doses,100,888 | 2805 | Nasonex 60 doses | Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g) | Nasonex 60 doses (60 doses) | ยาพ่นและยาหยอดจมูก (D) | ขวด 60 doses |  | Mometasone Furoate Monohydrate +Preservative | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Nasonex+60+doses | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Mometasone+Furoate+Monohydrate+%2BPreservative | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Nasonex%2060%20doses&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Mometasone%20Furoate%20Monohydrate%20%2BPreservative&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Nasonex%2060%20doses%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Mometasone%20Furoate%20Monohydrate%20%2BPreservative%22&limit=10 | https://www.accessdata.fda.gov/scripts/cde
PRODUCT_0890,product,Product_Label_Links,890,3432,Rhinocort Aqua,100,889 | 3432 | Rhinocort Aqua | Budesonide 1.28 mg/1 ml (64 mcg/dose) | Rhinocort Aqua (120 doses) | ยาพ่นและยาหยอดจมูก (D) | ขวด 120 doses |  | Budesonide / | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Rhinocort+Aqua | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Budesonide+%2F | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Rhinocort%20Aqua&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Budesonide%20/&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Rhinocort%20Aqua%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Budesonide%20/%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Budesonide+%2F | https://www.medicines.org.uk/emc/search?q=Rhinocort+Aqua | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/cate
PRODUCT_0891,product,Product_Label_Links,891,40080,Actavia,100,890 | 40080 | Actavia | Xylometazoline Hydrochloride 0.1% (1 mg./1 ml.) | Actavia (10 ml.) | ยาพ่นและยาหยอดจมูก | ขวด 10 ml. |  | Xylometazoline 0 1 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Actavia | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Xylometazoline+0+1 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Actavia&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Xylometazoline%200%201&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Actavia%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Xylometazoline%200%201%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Xylometazoline+0+1 | https://www.medicines.org.uk/emc/search?q=Actavia | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/category/monograph-
PRODUCT_0892,product,Product_Label_Links,892,43102,Feenoze,100,891 | 43102 | Feenoze | Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.). | Feenoze (20 ml.) | ยาพ่นและยาหยอดจมูก | ขวด 20 ml. |  | Oxymetazoline 0 05 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Feenoze | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Oxymetazoline+0+05 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Feenoze&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Oxymetazoline%200%2005&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Feenoze%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Oxymetazoline%200%2005%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Oxymetazoline+0+05 | https://www.medicines.org.uk/emc/search?q=Feenoze | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/category/monogra
PRODUCT_0893,product,Product_Label_Links,893,2228,Iliadin 0.025% ชนิดหยด,100,892 | 2228 | Iliadin 0.025% ชนิดหยด | Oxymetazoline Hydrochloride 0.025% (0.25 mg./1 ml.) | Iliadin 0.025% ชนิดหยด (10 ml.) | ยาพ่นและยาหยอดจมูก | ขวด 10 ml. |  | Oxymetazoline 0 025 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Iliadin+0.025%25+%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%AB%E0%B8%A2%E0%B8%94 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Oxymetazoline+0+025 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Iliadin%200.025%25%20%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%AB%E0%B8%A2%E0%B8%94&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Oxymetazoline%200%20025&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Iliadin%200.025%25%20%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%AB%E0%B8%A2%E0%B8%94%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Oxymetazoline%200%20025%22&limit=10 | https://www.accessdat
PRODUCT_0894,product,Product_Label_Links,894,2209,Iliadin 0.05% ชนิดหยด,100,893 | 2209 | Iliadin 0.05% ชนิดหยด | Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.) | Iliadin 0.05% ชนิดหยด (10 ml.) | ยาพ่นและยาหยอดจมูก | ขวด 10 ml. |  | Oxymetazoline 0 05 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Iliadin+0.05%25+%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%AB%E0%B8%A2%E0%B8%94 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Oxymetazoline+0+05 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Iliadin%200.05%25%20%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%AB%E0%B8%A2%E0%B8%94&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Oxymetazoline%200%2005&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Iliadin%200.05%25%20%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%AB%E0%B8%A2%E0%B8%94%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Oxymetazoline%200%2005%22&limit=10 | https://www.accessdata.fda.gov/s
PRODUCT_0895,product,Product_Label_Links,895,2215,Iliadin Spray,100,894 | 2215 | Iliadin Spray | Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.) | Iliadin Spray (10 ml.) | ยาพ่นและยาหยอดจมูก | ขวด 10 ml. |  | Oxymetazoline 0 05 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Iliadin+Spray | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Oxymetazoline+0+05 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Iliadin%20Spray&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Oxymetazoline%200%2005&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Iliadin%20Spray%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Oxymetazoline%200%2005%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Oxymetazoline+0+05 | https://www.medicines.org.uk/emc/search?q=Iliadin+Spray | https://ndi.fda.moph.go.th/drug_use | https://drug.f
PRODUCT_0896,product,Product_Label_Links,896,2605,Mar Plus 5% Nasal Spray,100,895 | 2605 | Mar Plus 5% Nasal Spray | Dexpanthenol 50 mg.+Sodium Chloride 9 mg./1 ml. | Mar Plus 5% Nasal Spray (20 ml.) | ยาพ่นและยาหยอดจมูก | ขวด 20 ml. |  | Dexpanthenol + Chloride / | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Mar+Plus+5%25+Nasal+Spray | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Dexpanthenol+%2B+Chloride+%2F | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Mar%20Plus%205%25%20Nasal%20Spray&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Dexpanthenol%20%2B%20Chloride%20/&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Mar%20Plus%205%25%20Nasal%20Spray%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Dexpanthenol%20%2B%20Chloride%20/%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Dexpanthenol+%2B+Chloride
PRODUCT_0897,product,Product_Label_Links,897,7191,Metzodin,100,896 | 7191 | Metzodin | Oxymetazoline Hydrochloride 0.05% (0.05 g./100 ml.) | Metzodin (10 ml.) | ยาพ่นและยาหยอดจมูก | ขวด 10 ml. |  | Oxymetazoline 0 05 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Metzodin | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Oxymetazoline+0+05 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Metzodin&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Oxymetazoline%200%2005&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Metzodin%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Oxymetazoline%200%2005%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Oxymetazoline+0+05 | https://www.medicines.org.uk/emc/search?q=Metzodin | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/category/m
PRODUCT_0898,product,Product_Label_Links,898,2813,Nasaline-ISO,100,897 | 2813 | Nasaline-ISO | Dexpanthenol 10 mg.+Sodium Chloride 9 mg./1 ml. | Nasaline-ISO (30 ml.) | ยาพ่นและยาหยอดจมูก | ขวด 30 ml. |  | Dexpanthenol + Chloride / | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Nasaline-ISO | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Dexpanthenol+%2B+Chloride+%2F | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Nasaline-ISO&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Dexpanthenol%20%2B%20Chloride%20/&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Nasaline-ISO%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Dexpanthenol%20%2B%20Chloride%20/%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Dexpanthenol+%2B+Chloride+%2F | https://www.medicines.org.uk/emc/search?q=Nasaline-ISO | https://ndi.f
