task_id,row_type,sheet,row_number,record_id,name,priority_score,source_hint
PRODUCT_0064,product,Product_Label_Links,64,4130,Xyzal 5 mg,100,"63 | 4130 | Xyzal 5 mg | Levocetirizine dihydrochloride 5 mg. | Xyzal 5 mg (10 tabs) | ยาแก้แพ้, ลดน้ำมูก (D) | กล่อง 10 เม็ด |  | Levocetirizine dihydrochloride | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Xyzal+5+mg | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Levocetirizine+dihydrochloride | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Xyzal%205%20mg&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Levocetirizine%20dihydrochloride&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Xyzal%205%20mg%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Levocetirizine%20dihydrochloride%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Levocetirizine+dihydrochloride | https://www.medicines.org.uk/emc/search?q=Xyzal+5+mg | https://ndi.fda."
PRODUCT_0065,product,Product_Label_Links,65,7691,Zatifen,100,"64 | 7691 | Zatifen | Ketotifen 1 mg. | Zatifen (10 tabs) | ยาแก้แพ้, ลดน้ำมูก (D) | แผง 10 เม็ด |  | Ketotifen | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Zatifen | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Ketotifen | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Zatifen&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Ketotifen&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Zatifen%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Ketotifen%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Ketotifen | https://www.medicines.org.uk/emc/search?q=Zatifen | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/category/monograph-of-the-national-list-of-essential-medicines | https://www.mims.com/thailand/searc"
PRODUCT_0066,product,Product_Label_Links,66,4224,Zensil,100,"65 | 4224 | Zensil | Cetirizine dihydrochloride 10 mg. | Zensil (10 tabs) | ยาแก้แพ้, ลดน้ำมูก (D) | กล่อง 10 เม็ด |  | Cetirizine dihydrochloride | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Zensil | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Cetirizine+dihydrochloride | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Zensil&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Cetirizine%20dihydrochloride&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Zensil%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Cetirizine%20dihydrochloride%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Cetirizine+dihydrochloride | https://www.medicines.org.uk/emc/search?q=Zensil | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowri"
PRODUCT_0067,product,Product_Label_Links,67,49778,Zirin,100,"66 | 49778 | Zirin | Cetirizine dihydrochloride 10 mg. | Zirin (10 cap) | ยาแก้แพ้, ลดน้ำมูก (D) | กล่อง 10 แคปซูล |  | Cetirizine dihydrochloride | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Zirin | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Cetirizine+dihydrochloride | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Zirin&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Cetirizine%20dihydrochloride&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Zirin%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Cetirizine%20dihydrochloride%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Cetirizine+dihydrochloride | https://www.medicines.org.uk/emc/search?q=Zirin | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/c"
PRODUCT_0068,product,Product_Label_Links,68,4213,Zyrtec,100,"67 | 4213 | Zyrtec | Cetirizine dihydrochloride 10 mg. | Zyrtec (10 tabs) | ยาแก้แพ้, ลดน้ำมูก (D) | กล่อง 10 เม็ด |  | Cetirizine dihydrochloride | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Zyrtec | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Cetirizine+dihydrochloride | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Zyrtec&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Cetirizine%20dihydrochloride&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Zyrtec%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Cetirizine%20dihydrochloride%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Cetirizine+dihydrochloride | https://www.medicines.org.uk/emc/search?q=Zyrtec | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowri"
PRODUCT_0069,product,Product_Label_Links,69,8754,Zytizine F/C tabslet,100,"68 | 8754 | Zytizine F/C tabslet | Cetirizine dihydrochloride 10 mg. | Zytizine F/C tabslet (10 tabs) | ยาแก้แพ้, ลดน้ำมูก (D) | แผง 10 เม็ด |  | Cetirizine dihydrochloride | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Zytizine+F%2FC+tabslet | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Cetirizine+dihydrochloride | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Zytizine%20F/C%20tabslet&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Cetirizine%20dihydrochloride&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Zytizine%20F/C%20tabslet%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Cetirizine%20dihydrochloride%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Cetirizine+dihydrochloride | https://www.medicines.org.uk/emc/search?q=Zy"
PRODUCT_0070,product,Product_Label_Links,70,1008,Chlophe,100,"69 | 1008 | Chlophe | Chlorpheniramine Maleate 2 mg. | Chlophe (10 tabs) | ยาแก้แพ้, ลดน้ำมูก | แผง 10 เม็ด |  | Chlorpheniramine Maleate | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Chlophe | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Chlorpheniramine+Maleate | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Chlophe&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Chlorpheniramine%20Maleate&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Chlophe%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Chlorpheniramine%20Maleate%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Chlorpheniramine+Maleate | https://www.medicines.org.uk/emc/search?q=Chlophe | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/category/m"
PRODUCT_0071,product,Product_Label_Links,71,41504,Chlorpheniramine 2 mg.,100,"70 | 41504 | Chlorpheniramine 2 mg. | Chlorpheniramine Maleate 2 mg. | Chlorpheniramine 2 mg. (10 tabs) | ยาแก้แพ้, ลดน้ำมูก | ซอง 10 เม็ด |  | Chlorpheniramine Maleate | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Chlorpheniramine+2+mg. | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Chlorpheniramine+Maleate | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Chlorpheniramine%202%20mg.&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Chlorpheniramine%20Maleate&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Chlorpheniramine%202%20mg.%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Chlorpheniramine%20Maleate%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Chlorpheniramine+Maleate | https://www.medicines.org.uk/emc/search?q=Chlorpheni"
PRODUCT_0072,product,Product_Label_Links,72,1255,Bisolvon,100,71 | 1255 | Bisolvon | Bromhexine HCl 8 mg. | Bisolvon (10 tabs) | ยาละลายเสมหะ | แผง 10 เม็ด |  | Bromhexine | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Bisolvon | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Bromhexine | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Bisolvon&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Bromhexine&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Bisolvon%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Bromhexine%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Bromhexine | https://www.medicines.org.uk/emc/search?q=Bisolvon | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/category/monograph-of-the-national-list-of-essential-medicines | https://www.mims.com/thailand
PRODUCT_0073,product,Product_Label_Links,73,8141,Bocytin Capsule,100,72 | 8141 | Bocytin Capsule | Carbocysteine 375 mg. | Bocytin Capsule (10 cap) | ยาละลายเสมหะ | กล่อง 10 แคปซูล |  | Carbocysteine | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Bocytin+Capsule | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Carbocysteine | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Bocytin%20Capsule&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Carbocysteine&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Bocytin%20Capsule%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Carbocysteine%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Carbocysteine | https://www.medicines.org.uk/emc/search?q=Bocytin+Capsule | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/category/monograph-of-the-nat
PRODUCT_0074,product,Product_Label_Links,74,1531,Cystaline,100,73 | 1531 | Cystaline | Acetylcysteine 600 mg. | Cystaline (10 tabs) | ยาละลายเสมหะ | หลอด 10 เม็ด |  | Acetylcysteine | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Cystaline | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Acetylcysteine | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Cystaline&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Acetylcysteine&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Cystaline%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Acetylcysteine%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Acetylcysteine | https://www.medicines.org.uk/emc/search?q=Cystaline | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/category/monograph-of-the-national-list-of-essential-medicines | 
PRODUCT_0075,product,Product_Label_Links,75,43123,Facil 100,100,74 | 43123 | Facil 100 | Acetylcysteine 100 mg./5 g. | Facil 100 (5 g.) | ยาละลายเสมหะ | ซอง 5 g. |  | Acetylcysteine / | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Facil+100 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Acetylcysteine+%2F | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Facil%20100&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Acetylcysteine%20/&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Facil%20100%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Acetylcysteine%20/%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Acetylcysteine+%2F | https://www.medicines.org.uk/emc/search?q=Facil+100 | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/category/monograph-of-the-national-list-of-e
